id,URL,name,sponsor,event,venue,street,city,state,country,place 5,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
14961,http://api.menus.nypl.org/dishes/14961,,,,,,,,,,,,,,,,05/03/1900,Pacific Mail Steamship Company,,,,complete,4,27
14966,http://api.menus.nypl.org/dishes/14966,,,,,,,,,,,,,,,,05/04/1900,Hotel Manhattan,,,,complete,2,20
14967,http://api.menus.nypl.org/dishes/14967,,,,,,,,,,,,,,,,05/04/1900,Hotel Savoy,,Dollars,$,complete,2,94
14968,http://api.menus.nypl.org/dishes/14968,,,,,,,,,,,,,,,,05/04/1900,Pacific Mail Steamship Company,,,,complete,2,16
14969,http://api.menus.nypl.org/dishes/14969,,,,,,,,,,,,,,,,05/04/1900,Pacific Mail Steamship Company,,,,complete,4,31
14970,http://api.menus.nypl.org/dishes/14970,,,,,,,,,,,,,,,,05/04/1900,Whitefriars Club,,,,complete,10,15
14971,http://api.menus.nypl.org/dishes/14971,,,,,,,,,,,,,,,,05/04/1900,Round Table Club,,,,complete,2,24
14972,http://api.menus.nypl.org/dishes/14972,,,,,,,,,,,,,,,,05/04/1900,Statler's,,Dollars,$,complete,2,24
14975,http://api.menus.nypl.org/dishes/14975,,,,,,,,,,,,,,,,05/01/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,$,complete,2,33
14976,http://api.menus.nypl.org/dishes/14976,,,,,,,,,,,,,,,,05/01/1900,Southern Railway; Norfolk & Western Railway; Alabama Great Southern Railw3ay; New Orleans & Northeastern Railroad;,,Dollars,$,complete,2,72
14977,http://api.menus.nypl.org/dishes/14977,,,,,,,,,,,,,,,,05/01/1900,Southern Railway; Washington And Southwestern Limited;,,Dollars,$,under review,2,32
14978,http://api.menus.nypl.org/dishes/14978,,,,,,,,,,,,,,,,05/01/1900,Southern Railway; Washington And Southwestern Limited;,,Dollars,$,complete,2,29
14979,http://api.menus.nypl.org/dishes/14979,,,,,,,,,,,,,,,,03/03/1900,Cunard Line,,,,complete,2,92
14980,http://api.menus.nypl.org/dishes/14980,,,,,,,,,,,,,,,,03/03/1900,Quebec Steamship Company,,,,complete,2,32
14981,http://api.menus.nypl.org/dishes/14981,,,,,,,,,,,,,,,,03/04/1900,Timeo Hotel,,,,under review,2,5
14982,http://api.menus.nypl.org/dishes/14982,,,,,,,,,,,,,,,,03/04/1900,Princess Hotel,,,,complete,2,56
14983,http://api.menus.nypl.org/dishes/14983,,,,,,,,,,,,,,,,03/04/1900,Cunard Line,,,,complete,2,101
14984,http://api.menus.nypl.org/dishes/14984,,,,,,,,,,,,,,,,03/04/1900,Cunard Line,,,,complete,2,83
14986,http://api.menus.nypl.org/dishes/14986,,,,,,,,,,,,,,,,03/04/1900,Sherman Square Hotel,,,,under review,2,31
14987,http://api.menus.nypl.org/dishes/14987,,,,,,,,,,,,,,,,03/04/1900,Princess Hotel,,,,complete,2,125
14988,http://api.menus.nypl.org/dishes/14988,,,,,,,,,,,,,,,,03/05/1900,Occidental & Oriental Steamship Co.,,,,complete,2,25
14989,http://api.menus.nypl.org/dishes/14989,,,,,,,,,,,,,,,,03/17/1900,Arlington Hotel,,,,complete,2,42
14992,http://api.menus.nypl.org/dishes/14992,,,,,,,,,,,,,,,,03/18/1900,Arlington Hotel,,,,complete,2,41
14995,http://api.menus.nypl.org/dishes/14995,,,,,,,,,,,,,,,,03/16/1900,Hotel Ormond,,,,complete,8,57
15000,http://api.menus.nypl.org/dishes/15000,,,,,,,,,,,,,,,,04/12/1900,Manhattan Single Tax Club,,,,complete,6,21
15003,http://api.menus.nypl.org/dishes/15003,,,,,,,,,,,,,,,,02/22/1900,U.S.M.S New York,,,,complete,2,27
15004,http://api.menus.nypl.org/dishes/15004,,,,,,,,,,,,,,,,02/23/1900,R.M.S. Oceanic,,,,complete,2,29
15005,http://api.menus.nypl.org/dishes/15005,,,,,,,,,,,,,,,,02/22/1900,Commercial Club Of St. Louis,,,,complete,4,20
15006,http://api.menus.nypl.org/dishes/15006,,,,,,,,,,,,,,,,02/23/1900,Cunard Line,,,,complete,2,100
15007,http://api.menus.nypl.org/dishes/15007,,,,,,,,,,,,,,,,02/24/1900,Grand Trunk Railway System,,Dollars,$,complete,2,41
15008,http://api.menus.nypl.org/dishes/15008,,,,,,,,,,,,,,,,02/22/1900,Hotel Ormond,,,,complete,8,61
15023,http://api.menus.nypl.org/dishes/15023,,,,,,,,,,,,,,,,02/05/1900,Mills Hotel Restaurant,,Dollars,$,complete,2,48
15035,http://api.menus.nypl.org/dishes/15035,,,,,,,,,,,,,,,,02/25/1900,Red Star Line,,,,complete,2,31
15037,http://api.menus.nypl.org/dishes/15037,,,,,,,,,,,,,,,,02/25/1900,Cunard Line,,,,complete,2,115
15038,http://api.menus.nypl.org/dishes/15038,,,,,,,,,,,,,,,,02/25/1900,Red Star Line,,,,complete,4,25
15039,http://api.menus.nypl.org/dishes/15039,,,,,,,,,,,,,,,,02/25/1900,Red Star Line,,,,complete,2,19
15040,http://api.menus.nypl.org/dishes/15040,,,,,,,,,,,,,,,,02/25/1900,Red Star Line,,,,under review,2,22
15043,http://api.menus.nypl.org/dishes/15043,,,,,,,,,,,,,,,,05/01/1900,Chesapeake & Ohio Railway,,,,complete,2,28
15044,http://api.menus.nypl.org/dishes/15044,,,,,,,,,,,,,,,,05/01/1900,B&O Blue Line,,Dollars,$,complete,2,47
15045,http://api.menus.nypl.org/dishes/15045,,,,,,,,,,,,,,,,05/01/1900,B&O Blue Line,,Dollars,$,complete,2,65
15047,http://api.menus.nypl.org/dishes/15047,,,,,,,,,,,,,,,,05/06/1900,Battle Creek Sanitarium,,Dollars,$,under review,4,64
15048,http://api.menus.nypl.org/dishes/15048,,,,,,,,,,,,,,,,05/08/1900,Pacific Mail Steamship Company,,,,complete,4,21
15051,http://api.menus.nypl.org/dishes/15051,,,,,,,,,,,,,,,,05/08/1900,Pennsylvania Railroad,,,,under review,2,39
15052,http://api.menus.nypl.org/dishes/15052,,,,,,,,,,,,,,,,05/08/1900,Pennsylvania Railroad,,,,complete,2,22
15053,http://api.menus.nypl.org/dishes/15053,,,,,,,,,,,,,,,,05/08/1900,Pacific Mail Steamship Company,,,,complete,2,19
15061,http://api.menus.nypl.org/dishes/15061,,,,,,,,,,,,,,,,02/06/1900,Hotel Colombo,,Dollars,$,complete,2,26
15062,http://api.menus.nypl.org/dishes/15062,,,,,,,,,,,,,,,,02/06/1900,Hotel Colombo,,,,complete,2,11
15064,http://api.menus.nypl.org/dishes/15064,,,,,,,,,,,,,,,,03/06/1900,Red Star Line,,,,complete,2,16
15066,http://api.menus.nypl.org/dishes/15066,,,,,,,,,,,,,,,,03/06/1900,Quebec Steamship Company,,,,complete,2,33
15068,http://api.menus.nypl.org/dishes/15068,,,,,,,,,,,,,,,,03/07/1900,Tampa Bay Hotel,,,,complete,2,49
15069,http://api.menus.nypl.org/dishes/15069,,,,,,,,,,,,,,,,03/07/1900,Quebec Steamship Co.   Ss Trinidad,,,,complete,2,33
15070,http://api.menus.nypl.org/dishes/15070,,,,,,,,,,,,,,,,03/07/1900,Quebec Steamship Co.   Ss Trinidad,,,,complete,2,35
15071,http://api.menus.nypl.org/dishes/15071,,,,,,,,,,,,,,,,03/07/1900,Castle Garden Hotel,,,,complete,2,26
15072,http://api.menus.nypl.org/dishes/15072,,,,,,,,,,,,,,,,03/21/1900,Hotel Majestic,,,,complete,2,67
15127,http://api.menus.nypl.org/dishes/15127,,,,,,,,,,,,,,,,03/24/1900,Third Masonic District Masters' Association,,,,complete,22,30
15189,http://api.menus.nypl.org/dishes/15189,,,,,,,,,,,,,,,,09/27/1900,United Typothetae Of America,,,,under review,14,23
15191,http://api.menus.nypl.org/dishes/15191,,,,,,,,,,,,,,,,09/27/1900,Lafayette Post No. 140 G.A.R.,,,,complete,16,31
15194,http://api.menus.nypl.org/dishes/15194,,,,,,,,,,,,,,,,09/29/1900,New England Shorthand Reporters' Association,,,,complete,4,21
15197,http://api.menus.nypl.org/dishes/15197,,,,,,,,,,,,,,,,07/19/1900,Velvet Hotel,,,,complete,2,43
15198,http://api.menus.nypl.org/dishes/15198,,,,,,,,,,,,,,,,07/19/1900,Velvet Hotel,,,,complete,2,53
15199,http://api.menus.nypl.org/dishes/15199,,,,,,,,,,,,,,,,07/10/1900,Del Prado Hotel,,,,complete,2,36
15210,http://api.menus.nypl.org/dishes/15210,,,,,,,,,,,,,,,,07/22/1900,United States Hotel,,,,complete,2,68
15211,http://api.menus.nypl.org/dishes/15211,,,,,,,,,,,,,,,,07/01/1900,Lackawanna Railroad,,Dollars,$,complete,2,62
15212,http://api.menus.nypl.org/dishes/15212,,,,,,,,,,,,,,,,06/05/1900,"Russell House,The",,,,complete,2,59
15213,http://api.menus.nypl.org/dishes/15213,,,,,,,,,,,,,,,,07/24/1900,United States Hotel,,,,complete,2,65
15214,http://api.menus.nypl.org/dishes/15214,,,,,,,,,,,,,,,,07/23/1900,Gumpses Of Greater Waco,,,,complete,2,31
15215,http://api.menus.nypl.org/dishes/15215,,,,,,,,,,,,,,,,07/24/1900,Gumpses Of Greater Waco,,,,complete,2,38
15216,http://api.menus.nypl.org/dishes/15216,,,,,,,,,,,,,,,,07/25/1900,United States Hotel,,,,complete,2,64
15217,http://api.menus.nypl.org/dishes/15217,,,,,,,,,,,,,,,,07/27/1900,New State House,,,,complete,2,26
15218,http://api.menus.nypl.org/dishes/15218,,,,,,,,,,,,,,,,10/15/1900,Nippon Yusen Kaisha,,,,under review,2,16
15223,http://api.menus.nypl.org/dishes/15223,,,,,,,,,,,,,,,,08/03/1901,Oceanic Steamship Co.,,,,complete,2,32
15227,http://api.menus.nypl.org/dishes/15227,,,,,,,,,,,,,,,,08/04/1901,Appledore House,,,,complete,2,46
15228,http://api.menus.nypl.org/dishes/15228,,,,,,,,,,,,,,,,08/05/1901,Hotel Champlain,,,,complete,2,49
15229,http://api.menus.nypl.org/dishes/15229,,,,,,,,,,,,,,,,06/21/1901,Oceanic Steamship Company,,,,complete,2,20
15230,http://api.menus.nypl.org/dishes/15230,,,,,,,,,,,,,,,,09/05/1900,Engineers Club,,,,complete,2,8
15231,http://api.menus.nypl.org/dishes/15231,,,,,,,,,,,,,,,,09/05/1900,Brown Palace,,Dollars,$,complete,2,124
15232,http://api.menus.nypl.org/dishes/15232,,,,,,,,,,,,,,,,09/05/1900,Brown Palace Hotel,,Dollars,$,complete,2,43
15233,http://api.menus.nypl.org/dishes/15233,,,,,,,,,,,,,,,,09/05/1900,Engineers Club,,Dollars,$,complete,2,187
15235,http://api.menus.nypl.org/dishes/15235,,,,,,,,,,,,,,,,09/06/1900,Aschinger's Bier Quelle,,Deutsche Marks,DM,complete,2,30
15236,http://api.menus.nypl.org/dishes/15236,,,,,,,,,,,,,,,,09/07/1900,Oriental Hotel,,,,complete,2,45
15237,http://api.menus.nypl.org/dishes/15237,,,,,,,,,,,,,,,,09/07/1900,Nordeutscher Lloyd,,,,complete,2,64
15239,http://api.menus.nypl.org/dishes/15239,,,,,,,,,,,,,,,,09/01/1900,Golden Grain Bread Co. Ltd.,,UK Pounds,Â£,complete,4,132
15240,http://api.menus.nypl.org/dishes/15240,,,,,,,,,,,,,,,,09/08/1900,Grand Hotel Du Louvre & Paix,,,,complete,2,7
15241,http://api.menus.nypl.org/dishes/15241,,,,,,,,,,,,,,,,09/09/1900,Nippon Yusen Kaisa   S.S.Kasuga,,,,under review,2,15
15243,http://api.menus.nypl.org/dishes/15243,,,,,,,,,,,,,,,,09/10/1900,Norddeutscher Lloyd Bremen   S.S.Barbarossa,,,,complete,2,72
15245,http://api.menus.nypl.org/dishes/15245,,,,,,,,,,,,,,,,09/30/1900,Nippon Yusen Kaisha  S.S.Nasuga,,,,complete,2,14
15246,http://api.menus.nypl.org/dishes/15246,,,,,,,,,,,,,,,,10/01/1900,Century Club,,Dollars,$,complete,4,315
15247,http://api.menus.nypl.org/dishes/15247,,,,,,,,,,,,,,,,10/01/1900,Lehigh Valley Railroad   Dining Car Service,,Dollars,$,complete,2,48
15248,http://api.menus.nypl.org/dishes/15248,,,,,,,,,,,,,,,,10/01/1900,Lehigh Valley Railroad   Dining Car Service,,Dollars,$,complete,2,55
15249,http://api.menus.nypl.org/dishes/15249,,,,,,,,,,,,,,,,10/01/1900,Lehigh Valley Railroad   Dining Car Service,,Dollars,$,complete,2,39
15251,http://api.menus.nypl.org/dishes/15251,,,,,,,,,,,,,,,,10/02/1900,Lehigh Valley Railroad,,Dollars,$,complete,2,53
15252,http://api.menus.nypl.org/dishes/15252,,,,,,,,,,,,,,,,10/02/1900,Lehigh Valley Railroad,,Dollars,$,under review,4,76
15253,http://api.menus.nypl.org/dishes/15253,,,,,,,,,,,,,,,,10/17/1900,New York State Medical Association,,,,complete,4,19
15255,http://api.menus.nypl.org/dishes/15255,,,,,,,,,,,,,,,,10/17/1900,Provident Building,,,,complete,2,32
15256,http://api.menus.nypl.org/dishes/15256,,,,,,,,,,,,,,,,10/17/1900,Palace Hotel Grill Room,,Dollars,$,complete,2,118
15257,http://api.menus.nypl.org/dishes/15257,,,,,,,,,,,,,,,,10/18/1900,Altoona Academy Of Medicine & Surgery,,,,complete,8,16
15258,http://api.menus.nypl.org/dishes/15258,,,,,,,,,,,,,,,,08/05/1901,Hotel Champlain,,,,under review,2,50
15259,http://api.menus.nypl.org/dishes/15259,,,,,,,,,,,,,,,,01/01/1901,?,,,,complete,4,11
15260,http://api.menus.nypl.org/dishes/15260,,,,,,,,,,,,,,,,01/01/1901,Hotel Du Musee,,Francs,FF,complete,4,70
15261,http://api.menus.nypl.org/dishes/15261,,,,,,,,,,,,,,,,08/06/1901,Electric Tower Restaurant   Bailey Catering Co.,,Dollars,$,complete,2,163
15262,http://api.menus.nypl.org/dishes/15262,,,,,,,,,,,,,,,,08/07/1901,Revelstoke Hotel,,,,complete,2,24
15264,http://api.menus.nypl.org/dishes/15264,,,,,,,,,,,,,,,,09/01/1900,St. George Hotel,,,,complete,2,18
15265,http://api.menus.nypl.org/dishes/15265,,,,,,,,,,,,,,,,09/10/1900,Toyo Kisen Kaisha   Ss Hong Kong Maru,,,,complete,2,37
15266,http://api.menus.nypl.org/dishes/15266,,,,,,,,,,,,,,,,09/11/1900,Norddeutscher Lloyd Bremen   'Barbarossa',,,,complete,2,56
15267,http://api.menus.nypl.org/dishes/15267,,,,,,,,,,,,,,,,09/12/1900,Grand Hotel,,,,complete,2,12
15268,http://api.menus.nypl.org/dishes/15268,,,,,,,,,,,,,,,,09/12/1900,Norddeutscher Lloyd Bremen   S.S.Barbarossa,,,,complete,2,60
15274,http://api.menus.nypl.org/dishes/15274,,,,,,,,,,,,,,,,09/14/1900,Nippon Yusen Kaisha,,,,complete,2,21
15310,http://api.menus.nypl.org/dishes/15310,,,,,,,,,,,,,,,,12/25/1900,Hotel Savoy,,,,complete,2,69
15311,http://api.menus.nypl.org/dishes/15311,,,,,,,,,,,,,,,,12/25/1900,Headquarters 47th Infantry U.S. Volunteers,,,,complete,2,18
15314,http://api.menus.nypl.org/dishes/15314,,,,,,,,,,,,,,,,12/25/1900,Holly Inn,,,,complete,10,67
15315,http://api.menus.nypl.org/dishes/15315,,,,,,,,,,,,,,,,12/25/1900,U.S.M.S. New York,,Dollars,$,under review,2,99
15317,http://api.menus.nypl.org/dishes/15317,,,,,,,,,,,,,,,,12/27/1900,Stanton House,,,,complete,2,62
15318,http://api.menus.nypl.org/dishes/15318,,,,,,,,,,,,,,,,12/27/1900,Hospital Graduates' Club,,,,complete,2,13
15320,http://api.menus.nypl.org/dishes/15320,,,,,,,,,,,,,,,,05/04/1901,Norddeutscher Lloyd Bremen,,,,complete,2,21
15321,http://api.menus.nypl.org/dishes/15321,,,,,,,,,,,,,,,,05/05/1901,Norddeutscher Lloyd Bremen,,,,complete,2,20
15322,http://api.menus.nypl.org/dishes/15322,,,,,,,,,,,,,,,,05/06/1901,Fifth Avenue Hotel,,Dollars,$,complete,4,198
15323,http://api.menus.nypl.org/dishes/15323,,,,,,,,,,,,,,,,06/15/1900,Norddeutscher Lloyd Bremen,,,,complete,4,26
15324,http://api.menus.nypl.org/dishes/15324,,,,,,,,,,,,,,,,06/15/1900,Ambliches Atzungs Protokoll,,,,complete,4,26
15325,http://api.menus.nypl.org/dishes/15325,,,,,,,,,,,,,,,,06/15/1900,Ward School Buildings,,,,under review,2,29
15326,http://api.menus.nypl.org/dishes/15326,,,,,,,,,,,,,,,,06/16/1900,U.S. Army Transport,,,,complete,2,23
15327,http://api.menus.nypl.org/dishes/15327,,,,,,,,,,,,,,,,06/16/1900,U.S. Army Transport,,,,complete,2,33
15328,http://api.menus.nypl.org/dishes/15328,,,,,,,,,,,,,,,,06/01/1900,Burlington Route,,Dollars,$,complete,4,81
15329,http://api.menus.nypl.org/dishes/15329,,,,,,,,,,,,,,,,06/01/1900,Burlington Route,,Dollars,$,complete,4,122
15330,http://api.menus.nypl.org/dishes/15330,,,,,,,,,,,,,,,,06/18/1900,Planters Hotel,,,,complete,2,70
15331,http://api.menus.nypl.org/dishes/15331,,,,,,,,,,,,,,,,06/19/1900,Brown University,,,,complete,2,16
15335,http://api.menus.nypl.org/dishes/15335,,,,,,,,,,,,,,,,06/19/1900,Brown University,,,,complete,4,19
15336,http://api.menus.nypl.org/dishes/15336,,,,,,,,,,,,,,,,06/19/1900,Hotel Earlington,,Dollars,$,under review,2,183
15337,http://api.menus.nypl.org/dishes/15337,,,,,,,,,,,,,,,,06/19/1900,Hotel Earlington,,Dollars,$,complete,2,309
15338,http://api.menus.nypl.org/dishes/15338,,,,,,,,,,,,,,,,05/15/1901,Metropolitan Club,,Dollars,$,complete,4,195
15339,http://api.menus.nypl.org/dishes/15339,,,,,,,,,,,,,,,,05/15/1901,Officials And Other Employees Of The Postal Service In San Francisco And Vicinity,,,,complete,8,21
15343,http://api.menus.nypl.org/dishes/15343,,,,,,,,,,,,,,,,05/18/1901,Usms,,Dollars,$,complete,2,93
15345,http://api.menus.nypl.org/dishes/15345,,,,,,,,,,,,,,,,05/19/1901,Usms,,Dollars,$,complete,2,96
15346,http://api.menus.nypl.org/dishes/15346,,,,,,,,,,,,,,,,05/19/1901,Hotel Westminster,,,,complete,2,50
15347,http://api.menus.nypl.org/dishes/15347,,,,,,,,,,,,,,,,05/19/1901,Hotel Westminster,,,,complete,2,51
15348,http://api.menus.nypl.org/dishes/15348,,,,,,,,,,,,,,,,05/20/1901,Oceanic Steamship Company   Sonoma,,,,complete,2,33
15349,http://api.menus.nypl.org/dishes/15349,,,,,,,,,,,,,,,,05/20/1901,Oceanic Steamship Company   Sonoma,,,,complete,2,29
15350,http://api.menus.nypl.org/dishes/15350,,,,,,,,,,,,,,,,05/20/1901,Oceanic Steamship Company   Sonoma,,,,complete,2,26
15351,http://api.menus.nypl.org/dishes/15351,,,,,,,,,,,,,,,,05/20/1901,Rev. Joseph H.Macmahon,,,,complete,8,21
15352,http://api.menus.nypl.org/dishes/15352,,,,,,,,,,,,,,,,07/27/1900,Hotel Columbia,,,,complete,2,45
15353,http://api.menus.nypl.org/dishes/15353,,,,,,,,,,,,,,,,07/28/1900,General Dundas,,,,complete,2,12
15354,http://api.menus.nypl.org/dishes/15354,,,,,,,,,,,,,,,,07/29/1900,Princess Anne,,,,under review,2,30
15355,http://api.menus.nypl.org/dishes/15355,,,,,,,,,,,,,,,,07/29/1900,Princess Anne,,,,complete,2,33
15356,http://api.menus.nypl.org/dishes/15356,,,,,,,,,,,,,,,,07/29/1900,Hotel Victory,,,,complete,2,49
15357,http://api.menus.nypl.org/dishes/15357,,,,,,,,,,,,,,,,07/30/1900,Hotel Del Coronado,,,,complete,2,46
15359,http://api.menus.nypl.org/dishes/15359,,,,,,,,,,,,,,,,08/01/1900,Del Coronado Hotel,,,,under review,2,50
15360,http://api.menus.nypl.org/dishes/15360,,,,,,,,,,,,,,,,08/01/1900,Columbia Hotel,,,,complete,2,47
15361,http://api.menus.nypl.org/dishes/15361,,,,,,,,,,,,,,,,08/01/1900,Columbia Hotel,,,,complete,2,37
15364,http://api.menus.nypl.org/dishes/15364,,,,,,,,,,,,,,,,08/01/1900,Congress Hall,,,,complete,2,37
15366,http://api.menus.nypl.org/dishes/15366,,,,,,,,,,,,,,,,08/02/1900,Congress Hall,,,,under review,2,39
15367,http://api.menus.nypl.org/dishes/15367,,,,,,,,,,,,,,,,08/02/1900,Nippon Yusen Kaisha,,,,complete,2,14
15368,http://api.menus.nypl.org/dishes/15368,,,,,,,,,,,,,,,,08/02/1900,Hoffman House,,Dollars,$,under review,2,170
15369,http://api.menus.nypl.org/dishes/15369,,,,,,,,,,,,,,,,08/02/1900,Hoffman House,,Dollars,$,complete,2,378
15370,http://api.menus.nypl.org/dishes/15370,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,complete,2,21
15371,http://api.menus.nypl.org/dishes/15371,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,complete,4,37
15372,http://api.menus.nypl.org/dishes/15372,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,complete,2,22
15373,http://api.menus.nypl.org/dishes/15373,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,complete,2,28
15374,http://api.menus.nypl.org/dishes/15374,,,,,,,,,,,,,,,,06/07/1901,Oceanic Steamship Company,,,,under review,2,36
15377,http://api.menus.nypl.org/dishes/15377,,,,,,,,,,,,,,,,06/08/1901,Commercial Organizations Of San Francisco,,,,complete,2,22
15378,http://api.menus.nypl.org/dishes/15378,,,,,,,,,,,,,,,,05/16/1900,New Falmouth Hotel,,,,under review,4,61
15379,http://api.menus.nypl.org/dishes/15379,,,,,,,,,,,,,,,,05/01/1900,Union Pacific Dining Car Service,,Dollars,$,complete,2,32
15380,http://api.menus.nypl.org/dishes/15380,,,,,,,,,,,,,,,,05/18/1900,Pennsylvania Railroad Dining Cars,,,,complete,2,40
15383,http://api.menus.nypl.org/dishes/15383,,,,,,,,,,,,,,,,05/19/1900,University Club,,,,complete,2,13
15384,http://api.menus.nypl.org/dishes/15384,,,,,,,,,,,,,,,,05/01/1900,Union Pacific Dining Car Service,,Dollars,$,complete,2,51
15385,http://api.menus.nypl.org/dishes/15385,,,,,,,,,,,,,,,,05/20/1900,Pacific Mail Steamship Company,,,,complete,4,17
15386,http://api.menus.nypl.org/dishes/15386,,,,,,,,,,,,,,,,05/19/1900,La Guardiola Restaurant,,Dollars,$,under review,4,324
15387,http://api.menus.nypl.org/dishes/15387,,,,,,,,,,,,,,,,06/19/1900,Planters Hotel,,,,under review,2,55
15389,http://api.menus.nypl.org/dishes/15389,,,,,,,,,,,,,,,,06/20/1900,U.S.Army Transport Warren,,,,complete,2,23
15390,http://api.menus.nypl.org/dishes/15390,,,,,,,,,,,,,,,,06/21/1900,New State House,,,,complete,2,34
15391,http://api.menus.nypl.org/dishes/15391,,,,,,,,,,,,,,,,06/21/1900,Grand Union Hotel,,,,complete,2,25
15392,http://api.menus.nypl.org/dishes/15392,,,,,,,,,,,,,,,,06/23/1900,U.S. Army Transport,,,,complete,2,26
15393,http://api.menus.nypl.org/dishes/15393,,,,,,,,,,,,,,,,06/20/1900,Norddeutscher Lloyd Bremen,,,,complete,4,36
15394,http://api.menus.nypl.org/dishes/15394,,,,,,,,,,,,,,,,06/23/1900,Edward F. Lang's Ladies' And Gent's Lunch Room And Restaurant;,,Dollars,$,complete,4,237
15395,http://api.menus.nypl.org/dishes/15395,,,,,,,,,,,,,,,,06/24/1900,Griswold House,,,,under review,8,37
15397,http://api.menus.nypl.org/dishes/15397,,,,,,,,,,,,,,,,06/26/1900,Hotel Ritz,,,,complete,2,22
15399,http://api.menus.nypl.org/dishes/15399,,,,,,,,,,,,,,,,06/01/1900,Santa Fe Route,,Dollars,$,complete,2,72
15400,http://api.menus.nypl.org/dishes/15400,,,,,,,,,,,,,,,,06/28/1900,Pennsylvania Bar Association,,,,complete,8,17
15404,http://api.menus.nypl.org/dishes/15404,,,,,,,,,,,,,,,,10/04/1900,Cafe Restaurant De Paris,,Francs,FF,complete,2,81
15405,http://api.menus.nypl.org/dishes/15405,,,,,,,,,,,,,,,,08/01/1900,Grand Hotel,,,,under review,2,59
15406,http://api.menus.nypl.org/dishes/15406,,,,,,,,,,,,,,,,08/02/1900,Cie Gle Transatlantique,,,,complete,6,24
15407,http://api.menus.nypl.org/dishes/15407,,,,,,,,,,,,,,,,08/04/1900,Elka Park Association,,,,complete,4,39
15408,http://api.menus.nypl.org/dishes/15408,,,,,,,,,,,,,,,,08/05/1900,Quellenhof,,,,complete,2,11
15409,http://api.menus.nypl.org/dishes/15409,,,,,,,,,,,,,,,,08/05/1900,Grand Hotel Hof Ragatz,,,,complete,2,12
15411,http://api.menus.nypl.org/dishes/15411,,,,,,,,,,,,,,,,08/07/1900,White Star Line,,,,complete,2,17
15413,http://api.menus.nypl.org/dishes/15413,,,,,,,,,,,,,,,,10/18/1900,New State House,,,,complete,2,27
15415,http://api.menus.nypl.org/dishes/15415,,,,,,,,,,,,,,,,10/19/1900,Phi Kappa Sigma Fraternity,,,,complete,4,16
15416,http://api.menus.nypl.org/dishes/15416,,,,,,,,,,,,,,,,06/08/1901,Maison Drienne,,,,complete,2,9
15417,http://api.menus.nypl.org/dishes/15417,,,,,,,,,,,,,,,,06/08/1901,St. Louis Club,,,,complete,8,24
15418,http://api.menus.nypl.org/dishes/15418,,,,,,,,,,,,,,,,06/08/1901,Oceanic Steamship Co.   Ventura,,,,complete,2,23
15419,http://api.menus.nypl.org/dishes/15419,,,,,,,,,,,,,,,,06/08/1901,Oceanic Steamship Co.   Sierra,,,,under review,2,17
15420,http://api.menus.nypl.org/dishes/15420,,,,,,,,,,,,,,,,08/26/1900,Nippon Yusen Kaisha,,,,complete,2,12
15421,http://api.menus.nypl.org/dishes/15421,,,,,,,,,,,,,,,,08/26/1900,Nippon Pusen Kaisha,,,,complete,2,18
15422,http://api.menus.nypl.org/dishes/15422,,,,,,,,,,,,,,,,01/01/1900,Southern Pacific Company,,,,complete,2,14
15423,http://api.menus.nypl.org/dishes/15423,,,,,,,,,,,,,,,,08/27/1900,Nippon Yusen Kaisha,,,,complete,2,16
15424,http://api.menus.nypl.org/dishes/15424,,,,,,,,,,,,,,,,08/27/1900,Des Indes Hotel,,,,complete,2,5
15425,http://api.menus.nypl.org/dishes/15425,,,,,,,,,,,,,,,,05/20/1900,Iturbide Restaurant,,Dollars,$,complete,2,60
15428,http://api.menus.nypl.org/dishes/15428,,,,,,,,,,,,,,,,05/01/1900,Illinois Central Railroad,,Dollars,$,complete,2,91
15429,http://api.menus.nypl.org/dishes/15429,,,,,,,,,,,,,,,,05/01/1900,Illinois Central Railroad,,,,under review,2,88
15431,http://api.menus.nypl.org/dishes/15431,,,,,,,,,,,,,,,,05/01/1900,Chesapeake & Ohio Railway,,,,under review,2,29
15432,http://api.menus.nypl.org/dishes/15432,,,,,,,,,,,,,,,,05/01/1900,B.& O. Blue Line,,Dollars,$,complete,2,51
15433,http://api.menus.nypl.org/dishes/15433,,,,,,,,,,,,,,,,05/22/1900,York Hotel,,,,complete,2,23
15434,http://api.menus.nypl.org/dishes/15434,,,,,,,,,,,,,,,,05/22/1900,Chicago Oyster House And Restaurant,,Dollars,$,under review,6,342
15435,http://api.menus.nypl.org/dishes/15435,,,,,,,,,,,,,,,,05/01/1900,Northern Pacific Railway Dining Card Service,,,,under review,2,80
15437,http://api.menus.nypl.org/dishes/15437,,,,,,,,,,,,,,,,05/22/1900,Hotel Men's Mutual Benefit Association Of The United States And Canada,,,,complete,22,26
